archetype,avg_risk_size,avg_trades_day,win_rate,crossed_share,fee_bps,turnover_ratio,close_share,mean_pnl,total_pnl,max_drawdown
Patient Position Builders,6937.899057529349,8445.333333333334,0.7487015888533047,0.26920412375954483,1.344763112422233,0.49570610196207693,0.5440802336582262,610222.0927821667,967321.2184536667,0.0
Aggressive Takers,4169.777823435298,1825.9444444444443,0.8675936624429486,0.6052137105875525,2.460190034012363,7.430939044367865,0.26054908473820476,84607.40237856297,257587.14654577777,-4741.1768581666665
